,品番,Year,Week_Number,在庫数（箱）,入庫数（箱）,出庫数（箱）,基準在庫日数,基準在庫枚数,箱種類,A,B,C,収容数,納入便,印刷～検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,日量数（箱数）,仕入先名,回収かんばん数,社内LT/設計値LT,順立装置在庫量/設計値MIN,不等ピッチ係数,順立装置在庫量/設計値MAX
26,1040183011P    ,2023,37,1.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.0,0.905,0.17499999999999993,0.19999999999999984,0.7249999999999996,1.1600000000000001,2.232,（株）青山製作所,12,2.1481481481481484,3.9765858624419415,0.08,0.22420590326083456
27,1040183011P    ,2023,38,1.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.0,0.8900000000000001,0.21999999999999997,0.55,0.55,1.34,2.268,（株）青山製作所,11,2.4814814814814814,3.913465451926991,0.08,0.2270216901999881
28,1040183011P    ,2023,39,2.0,0.0,0.0,0.54,1.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,4.0,0.915,0.2250000000000001,0.6799999999999998,0.4500000000000002,1.31,2.4210000000000003,（株）青山製作所,12,2.425925925925926,7.332292147848339,0.08,0.2545551969053771
29,2030044001J    ,2023,36,1.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400.0,2.0,1.7999999999999998,0.2900000000000005,1.0099999999999998,0.48,2.0400000000000005,1.0425,ＮＯＫ（株）,3,3.7777777777777786,4.244392096941916,0.03,0.2075650358097948
30,2030044001J    ,2023,37,1.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400.0,2.0,1.53,0.24499999999999966,0.4600000000000002,1.4,2.0999999999999996,0.92875,ＮＯＫ（株）,4,3.888888888888888,4.764230159959028,0.03,0.18957192661030864
31,2030044001J    ,2023,38,1.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400.0,2.0,1.53,0.2699999999999998,0.98,0.5699999999999994,3.72,0.945,ＮＯＫ（株）,5,6.888888888888888,4.68230556726132,0.03,0.19223170284712301
32,2030044001J    ,2023,39,1.0,0.0,0.0,0.54,1.0,ＴＰ１３１フタナシ,1.0,2.0,3.52,400.0,2.0,1.53,0.24,1.2400000000000002,0.56,2.04,0.9675,ＮＯＫ（株）,5,3.7777777777777777,4.573414740115707,0.03,0.19586567746064337
33,2030045013L    ,2023,36,3.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000.0,1.0,2.04,0.3500000000000001,0.28,0.08499999999999996,0.7349999999999999,1.21125,伊藤金属工業（株）,4,1.3867924528301885,8.367500627562547,0.0,0.31122549504298525
34,2030045013L    ,2023,37,2.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000.0,1.0,4.0200000000000005,0.3799999999999999,3.7800000000000002,0.9100000000000001,4.16,1.0835,伊藤金属工業（株）,5,7.849056603773585,6.236046845183901,0.0,0.2712334479102012
35,2030045013L    ,2023,38,2.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000.0,1.0,2.04,0.13999999999999968,0.48999999999999977,1.1500000000000004,5.62,1.1265,伊藤金属工業（株）,5,10.60377358490566,5.998008661124505,0.0,0.27851919350639903
36,2030045013L    ,2023,39,2.0,0.0,0.0,0.53,3.0,ＴＰ３３１フタナシ,1.0,1.0,1.96,2000.0,1.0,2.045,0.38000000000000034,4.405,1.0549999999999997,6.659999999999999,1.1235,伊藤金属工業（株）,6,12.566037735849054,6.01402470561349,0.0,0.2780210575706033
37,2030052002N    ,2023,36,3.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,2.0,0.55,0.21999999999999997,0.9999999999999996,0.55,1.9,3.15,（株）杉浦製作所,13,3.8,9.246417013407305,0.12,0.273250995187999
38,2030052002N    ,2023,37,2.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,2.0,0.54,0.20000000000000007,0.8900000000000001,0.79,1.81,2.82,（株）杉浦製作所,15,3.62,6.885629690835227,0.12,0.23706148939695845
39,2030052002N    ,2023,38,5.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,1.0,0.51,0.18999999999999995,0.7050000000000001,0.45500000000000007,2.53,2.9233333333333333,（株）杉浦製作所,16,5.06,16.60559497846808,0.12,0.27452272655117016
40,2030052002N    ,2023,39,4.0,0.0,0.0,0.5,3.0,ＴＰ３３１フタナシ,1.0,2.0,1.06,300.0,1.0,0.55,0.18999999999999995,2.03,0.45999999999999996,2.63,2.9266666666666667,（株）杉浦製作所,13,5.26,13.269345600106153,0.12,0.26883504955047527
41,3040052001B    ,2023,35,2.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,1.0,0.8599999999999999,0.3350000000000001,0.375,0.2300000000000001,0.9400000000000002,0.0,（株）青山製作所,2,1.807692307692308,inf,0.08,0.0
42,3040052001B    ,2023,36,3.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,2.5,0.9099999999999999,0.18000000000000005,0.265,0.21499999999999997,0.8300000000000001,8.628,（株）青山製作所,32,1.5961538461538463,3.0861403494333848,0.08,0.605383023537084
43,3040052001B    ,2023,37,2.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,3.0,0.91,0.15999999999999992,0.22999999999999998,0.4099999999999997,0.79,8.628,（株）青山製作所,37,1.5192307692307692,2.0574268996222567,0.08,0.5093170774073059
44,3040052001B    ,2023,38,3.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,4.0,0.9249999999999999,0.21499999999999997,0.17500000000000027,0.30500000000000005,0.7649999999999999,8.014,（株）青山製作所,34,1.4711538461538458,3.322587838147148,0.08,0.5930079025508868
45,3040052001B    ,2023,39,3.0,0.0,0.0,0.52,3.0,ＴＰ３３１フタナシ,1.0,6.0,5.76,500.0,2.5,0.9349999999999999,0.24,0.23500000000000032,0.30000000000000004,1.1749999999999998,8.006,（株）青山製作所,46,2.259615384615384,3.325907935911971,0.08,0.5928219612064146
46,33490ECB010    ,2023,35,68.0,0.0,4.0,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.0,1.97,0.20000000000000018,0.45999999999999996,0.16999999999999993,0.8900000000000001,0.0,マレリ（株）,23,1.0853658536585369,inf,0.23,0.0
47,33490ECB010    ,2023,36,54.0,0.0,4.0,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.0,1.97,0.20000000000000018,0.5899999999999999,0.15999999999999925,0.9900000000000002,102.75,マレリ（株）,509,1.2073170731707321,2.1363717286807904,0.23,0.9207338250224619
48,33490ECB010    ,2023,37,39.0,0.0,4.0,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,2.0,2.0,0.3799999999999999,0.4299999999999997,0.16000000000000014,0.9100000000000001,93.0,マレリ（株）,495,1.109756097560976,1.7046944662995016,0.23,0.7378720167395283
49,33490ECB010    ,2023,38,46.0,0.0,3.0,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,2.0,1.9899999999999998,0.40000000000000036,0.5499999999999998,0.16999999999999993,0.9699999999999998,94.5,マレリ（株）,473,1.1829268292682924,1.978749946229621,0.23,0.8525820734581685
50,33490ECB010    ,2023,39,77.5,0.0,4.0,0.82,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.0,2.7299999999999995,0.15000000000000036,0.7199999999999998,0.18000000000000016,1.1399999999999997,96.75,マレリ（株）,511,1.390243902439024,3.256234112728724,0.23,1.372440895262261
51,33490ECE010    ,2023,35,109.0,0.0,6.0,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.0,1.97,0.10999999999999988,0.5500000000000003,0.14000000000000012,0.9199999999999999,0.0,マレリ（株）,19,1.1358024691358024,inf,0.23,0.0
52,33490ECE010    ,2023,36,98.0,0.0,6.0,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.0,1.97,0.2599999999999998,0.7600000000000002,0.1200000000000001,1.19,133.5,マレリ（株）,671,1.4691358024691357,2.98407478456807,0.23,1.2825701695290328
53,33490ECE010    ,2023,37,74.5,0.0,6.0,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,2.0,2.0,0.2599999999999998,0.6399999999999997,0.14000000000000012,1.1399999999999997,118.75,マレリ（株）,651,1.407407407407407,2.550278134360291,0.23,1.0978035684377492
54,33490ECE010    ,2023,38,92.0,0.0,5.0,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,2.0,1.9899999999999998,0.25,0.7699999999999996,0.14999999999999947,1.2299999999999995,124.75,マレリ（株）,628,1.518518518518518,2.997865649999185,0.23,1.2847302086077401
55,33490ECE010    ,2023,39,122.5,0.0,6.0,0.81,3.0,ＴＰ３３１．５フタアリ,1.0,2.0,3.92,4.0,1.0,2.7299999999999995,0.14000000000000012,0.9500000000000002,0.14000000000000057,1.3500000000000003,123.25,マレリ（株）,640,1.666666666666667,4.040304094724517,0.23,1.7054677021512505
56,34989ECB010    ,2023,38,2.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,4.23,0.33999999999999986,8.790000000000001,2.139999999999999,11.23,0.468,（株）槌屋,3,13.864197530864198,12.8333461666795,0.0,0.15009666788259698
57,34989ECB010    ,2023,39,1.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,3.24,0.33999999999999986,3.8899999999999997,3.0000000000000004,7.23,0.486,（株）槌屋,2,8.925925925925926,6.179018524697537,0.0,0.1494920590651969
58,34989ECB020    ,2023,36,7.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,4.23,0.4700000000000002,0.7700000000000005,0.6899999999999995,1.9800000000000004,1.89,（株）槌屋,3,2.4444444444444446,11.122233344455568,0.0,0.5340766319138668
59,34989ECB020    ,2023,37,6.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,2.29,0.35999999999999965,5.75,0.5099999999999998,6.5600000000000005,1.791,（株）槌屋,8,8.098765432098766,10.060311567849256,0.0,0.5024763050729093
60,34989ECB020    ,2023,38,6.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,3.225,0.33999999999999986,4.095000000000001,0.6499999999999995,6.74,1.754,（株）槌屋,10,8.320987654320987,10.272530226920193,0.0,0.4952852874355009
61,34989ECB020    ,2023,39,6.0,0.0,0.0,0.81,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,2.245,0.345,4.685,0.6200000000000001,6.26,1.815,（株）槌屋,10,7.728395061728394,9.927282654555382,0.0,0.5070551375255582
62,34989ECB030    ,2023,36,4.0,0.0,0.0,0.8,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,1.0,4.23,0.3700000000000001,3.1099999999999994,0.9200000000000008,4.4,0.0,（株）槌屋,1,5.5,inf,0.0,0.0
63,34989ECB030    ,2023,37,4.0,0.0,0.0,0.8,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,1.0,4.23,0.3700000000000001,6.44,1.7699999999999996,8.5,0.846,（株）槌屋,3,10.625,14.198595758879446,0.0,0.2651307508137176
64,34989ECB030    ,2023,38,3.0,0.0,0.0,0.8,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,1.0,2.24,0.2999999999999998,6.000000000000001,0.9600000000000009,7.029999999999999,0.877,（株）槌屋,5,8.787499999999998,10.272530226920193,0.0,0.2680155537631938
65,34989ECB030    ,2023,39,3.0,0.0,0.0,0.8,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,1000.0,1.0,2.24,0.3599999999999999,5.43,0.79,6.54,0.9075,（株）槌屋,4,8.174999999999999,9.927282654555382,0.0,0.2757312986860938
66,34989ECC010    ,2023,39,2.0,0.0,0.0,0.78,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,3.2350000000000003,0.34999999999999964,14.274999999999999,4.865000000000002,19.490000000000002,0.15,（株）槌屋,2,24.98717948717949,40.04004004004004,0.0,0.04975428839694759
67,34989ECE010    ,2023,38,2.0,0.0,0.0,0.72,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,2.2199999999999998,0.4700000000000002,10.5,7.449999999999999,18.419999999999998,0.3,（株）槌屋,1,25.583333333333332,20.02002002002002,0.0,0.09835249722060667
68,34989ECE020    ,2023,37,2.0,0.0,0.0,0.82,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,4.265000000000001,0.3299999999999996,2.22,4.305,6.855,0.247,（株）槌屋,2,8.359756097560977,24.315813789497998,0.0,0.08138297742921592
69,34989ECE020    ,2023,38,2.0,0.0,0.0,0.82,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,4.24,0.29000000000000004,6.21,2.950000000000001,9.450000000000001,0.43,（株）槌屋,1,11.524390243902442,13.967455827920944,0.0,0.1387062991154456
70,34989ECE020    ,2023,39,2.0,0.0,0.0,0.82,1.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,2.24,0.365,5.305,4.385,10.055,0.47,（株）槌屋,2,12.262195121951219,12.778736182991501,0.0,0.1506905070422887
71,34989ECE030    ,2023,39,2.0,0.0,0.0,0.8,3.0,ＴＰ１３１フタナシ,1.0,1.0,2.33,500.0,1.0,4.23,0.35999999999999943,16.939999999999998,6.330000000000002,23.630000000000003,0.252,（株）槌屋,1,29.5375,23.833357166690497,0.0,0.08299458689239056
72,35141ECB010    ,2023,39,12.0,0.0,1.0,0.62,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,16.0,11.0,0.89,0.019999999999999796,0.44000000000000017,0.10000000000000009,0.57,24.1875,（株）アイシン福井,111,0.9193548387096774,5.7577256983491525,,1.5047185720446536
73,35141ECE010    ,2023,39,23.0,0.0,1.0,0.63,3.0,Aﾊﾟﾚﾌﾀﾅｼ,1.0,24.0,19.68,20.0,12.0,0.8399999999999999,0.0,0.8499999999999999,0.11000000000000032,1.0699999999999998,24.55,（株）アイシン福井,111,1.6984126984126982,10.872691030423836,,1.7526336391416861
74,35145ECB010    ,2023,36,7.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,1.76,0.2999999999999997,1.7600000000000002,0.41000000000000014,2.455,4.11,三共鋼業（株）,16,3.959677419354839,6.215923419823467,0.0,0.6646774819464373
75,35145ECB010    ,2023,37,7.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,3.75,0.10000000000000009,1.74,0.2999999999999998,2.4099999999999997,3.72,三共鋼業（株）,17,3.887096774193548,6.867592810611411,0.0,0.6497368262429015
76,35145ECB010    ,2023,38,7.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,1.76,0.29500000000000004,1.7950000000000004,0.2799999999999998,2.9299999999999997,3.78,三共鋼業（株）,20,4.725806451612903,6.758583400919166,0.0,0.6525234750820229
77,35145ECB010    ,2023,39,7.0,0.0,0.0,0.62,3.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,1.755,0.10000000000000009,1.9500000000000002,0.38500000000000023,3.02,3.87,三共鋼業（株）,20,4.870967741935484,6.601407042758256,0.0,0.6563582759732706
78,35145ECE010    ,2023,36,7.0,0.0,0.0,0.65,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,2.755,0.30000000000000027,1.2350000000000003,0.4800000000000004,2.24,5.29,三共鋼業（株）,22,3.4461538461538463,4.829384736384584,0.0,0.6741215043992514
79,35145ECE010    ,2023,37,7.0,0.0,0.0,0.65,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,1.76,0.10000000000000009,1.3200000000000003,0.4900000000000002,1.9300000000000002,4.75,三共鋼業（株）,21,2.9692307692307693,5.378409527468305,0.0,0.6752904780280895
80,35145ECE010    ,2023,38,6.0,0.0,0.0,0.65,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,1.76,0.2899999999999998,1.5700000000000003,0.5349999999999999,2.5349999999999997,4.99,三共鋼業（株）,24,3.8999999999999995,4.388338721238096,0.0,0.623192823822918
81,35145ECE010    ,2023,39,7.0,0.0,0.0,0.65,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.74,100.0,1.0,1.76,0.09999999999999987,1.3,0.5099999999999998,1.9500000000000002,4.93,三共鋼業（株）,25,3.0,5.182037577175345,0.0,0.6757710678604132
82,35145ECE020    ,2023,36,6.0,0.0,0.0,0.65,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100.0,2.0,1.3650000000000002,0.31000000000000005,0.765,0.21999999999999997,1.58,5.29,（株）浅賀井製作所,24,2.430769230769231,5.757439091092282,0.13,0.8169446196751924
83,35145ECE020    ,2023,37,5.0,0.0,0.0,0.65,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100.0,2.5,1.35,0.31000000000000005,1.1900000000000002,0.3700000000000001,1.8150000000000002,5.045,（株）浅賀井製作所,26,2.7923076923076926,5.030864352804455,0.13,0.7640161412861053
84,35145ECE020    ,2023,38,5.0,0.0,0.0,0.65,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100.0,3.0,1.44,0.29000000000000004,0.9499999999999997,0.3700000000000001,1.7799999999999998,4.99,（株）浅賀井製作所,25,2.738461538461538,5.0863147615027,0.13,0.7594958134522959
85,35145ECE020    ,2023,39,7.0,0.0,0.0,0.65,1.0,ＴＰ３３１フタナシ,1.0,4.0,6.88,100.0,3.0,1.44,0.33999999999999986,1.19,0.4399999999999995,2.08,4.93,（株）浅賀井製作所,25,3.2,7.2075040413504805,0.13,0.8058477802666997
86,35165ECE010    ,2023,36,7.0,0.0,0.0,0.63,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200.0,1.0,1.25,0.33999999999999986,2.07,0.18999999999999995,2.4699999999999998,2.645,（株）松尾製作所,7,3.92063492063492,11.975125952664039,0.0,0.4744998380234415
87,35165ECE010    ,2023,37,4.0,0.0,0.0,0.63,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200.0,1.0,1.24,0.3500000000000001,1.35,0.4900000000000002,2.6,2.375,（株）松尾製作所,13,4.126984126984127,7.620862110026195,0.0,0.3954674639509869
88,35165ECE010    ,2023,38,5.0,0.0,0.0,0.63,1.0,ＴＰ１３１フタナシ,1.0,1.0,1.21,200.0,1.0,1.24,0.3500000000000001,2.4899999999999998,0.44999999999999996,3.35,2.495,（株）松尾製作所,13,5.317460317460317,9.067909574805718,0.0,0.42780164565865303
