,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX
130,G1144ECB010    ,2023,50,31.0,229.0,267.0,住友電気工業（株）,59.333333333333336,1.16,4.36,4.8,5.1,5.3,0.63,0.6648280365694385,2.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 99, dtype: object",1.0,6.0,5.76,6,244,296.16666666666663,3.2,0.4399999999999995,0.2999999999999998,0.20000000000000018,0.9399999999999995,0.0,1.4920634920634912,1.4138994571445402,4.637324645967688,1.772149562728989
131,G1144ECE010    ,2023,50,49.0,258.0,226.0,矢崎総業（株）,48.875,0.14,3.97,4.2,4.525,4.61,0.58,0.6194137209015889,2.0,"箱種類        TP-331 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 349, dtype: object",1.0,4.0,4.0,8,196,245.125,3.83,0.22999999999999998,0.3250000000000002,0.08499999999999996,0.6400000000000001,0.0,1.1034482758620692,1.033235103459521,8.020460358056265,2.1602118606444045
132,G1163ECB010    ,2023,50,3.0,21.0,26.0,（株）青山製作所,5.30625,0.315,1.2349999999999999,1.57,2.09,2.59,1.04,1.2303402331667856,1.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 25, dtype: object",1.0,1.0,2.28,80,20,21.4875,0.9199999999999999,0.3350000000000002,0.5199999999999998,0.5,1.355,0.08,1.3028846153846154,1.101321377187147,1.7236921485822632,0.41122622094939626
133,G1163ECE010    ,2023,50,16.0,76.0,83.0,（株）青山製作所,18.09,0.31,1.26,1.57,2.59,2.83,1.03,1.084608999563128,1.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 26, dtype: object",1.0,2.0,1.06,100,71,90.42,0.95,0.31000000000000005,1.0199999999999998,0.2400000000000002,1.57,0.08,1.5242718446601942,1.4475262519787164,8.587053942799487,0.8631593579568866
134,G117362010     ,2023,50,38.0,166.0,192.0,多摩川精機販売（株）,41.5,0.1,5.11,5.54,6.25,6.55,0.89,0.9139840106595604,1.0,"箱種類    TP-331-5 ﾊﾝﾖｳ
箱種類        TP341ﾌﾀﾅｼ
Name: 100, dtype: object",1.0,4.0,8.04,18,159,207.66666666666669,5.010000000000001,0.4299999999999997,0.71,0.2999999999999998,1.4399999999999995,0.0,1.6179775280898872,1.5755199031992355,4.051604648683229,2.302806351807263
135,G1174ECB010    ,2023,50,5.0,27.0,30.0,住友電装（株）,7.109999999999999,1.17,4.36,4.87,5.5,5.865,0.89,1.0351168190393267,1.0,"箱種類    TP-362 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 96, dtype: object",1.0,6.0,5.76,50,26,28.32,3.1900000000000004,0.5099999999999998,0.6299999999999999,0.3650000000000002,1.505,0.0,1.691011235955056,1.4539421757215416,6.241729708136719,0.6424893876843861
136,G1174ECE010    ,2023,50,11.0,31.0,36.0,住友電装（株）,7.82,3.08,4.36,5.03,6.42,6.77,0.91,1.033167877817465,1.0,"箱種類    TP-362 ﾊﾝﾖｳ
箱種類      ＴＰ３３２フタナシ
Name: 97, dtype: object",1.0,4.0,6.88,50,25,31.48,1.2800000000000002,0.6699999999999999,1.3899999999999997,0.34999999999999964,2.4099999999999993,0.0,2.6483516483516474,2.332631561379017,7.140353382580134,1.1595604292160766
137,G1250ECB010    ,2023,50,3.0,12.0,11.0,（株）バルカー,2.4,0.1,5.03,5.42,6.25,6.87,0.87,1.2982655246252677,1.0,"箱種類    TP-332.5ｾﾝﾖｳ
箱種類     ＴＰ３３１．５フタナシ
Name: 125, dtype: object",1.0,1.0,3.05,60,9,9.55,4.930000000000001,0.3899999999999997,0.8300000000000001,0.6200000000000001,1.8399999999999999,0.24,2.114942528735632,1.4172755612000856,3.0864197530864197,0.5351008543997181
138,G1250ECC010    ,2023,50,4.0,16.0,16.0,（株）バルカー,3.5,0.1,5.03,5.35,6.0600000000000005,6.395,0.87,1.163470286133529,1.0,"箱種類    TP-332.5ｾﾝﾖｳ
箱種類       ＴＰ３３２フタナシ
Name: 126, dtype: object",1.0,2.0,6.2,60,12,14.049999999999999,4.930000000000001,0.3199999999999994,0.7100000000000009,0.3349999999999991,1.3649999999999993,0.24,1.5689655172413786,1.1732143194960296,3.1746031746031744,0.7843747568282625
139,G1250ECE010    ,2023,50,11.0,29.0,30.0,（株）バルカー,6.516666666666667,0.36,5.21,5.45,6.23,6.54,0.88,1.0278014533809583,1.0,"箱種類    TP-332.5ｾﾝﾖｳ
箱種類       ＴＰ１３１フタナシ
Name: 127, dtype: object",1.0,2.0,3.52,60,24,26.233333333333334,4.85,0.2400000000000002,0.7800000000000002,0.3099999999999996,1.33,0.24,1.5113636363636365,1.2940242452712614,7.468936016114795,0.9951956763358233
140,G9201ECB030    ,2023,50,23.0,198.0,202.0,佐藤工業（株）,44.5,1.06,5.02,5.19,5.75,5.92,0.78,0.8264373820925845,2.0,"箱種類       ｻﾝﾎﾞｯｸｽ#20B
箱種類    サンボックス＃２４Ａフタアリ
Name: 68, dtype: object",1.0,4.0,4.0,8,189,222.125,3.9599999999999995,0.17000000000000082,0.5599999999999996,0.16999999999999993,0.9000000000000004,0.05,1.1538461538461542,1.0890117261166856,4.134831460674158,1.3154258908202936
141,G9201ECE010    ,2023,50,55.0,223.0,226.0,佐藤工業（株）,48.875,1.6,5.02,5.3,6.35,6.67,0.86,0.8994137209015889,2.0,"箱種類       ｻﾝﾎﾞｯｸｽ#20B
箱種類    サンボックス＃２４Ａフタアリ
Name: 69, dtype: object",1.0,4.0,4.0,8,182,245.125,3.4199999999999995,0.28000000000000025,1.0499999999999998,0.3200000000000003,1.6500000000000004,0.05,1.9186046511627912,1.8345283840522357,9.002557544757034,2.324101680123959
